날짜,1시,2시,3시,4시,5시,6시,7시,8시,9시,10시,11시,12시,13시,14시,15시,16시,17시,18시,19시,20시,21시,22시,23시,24시
2024-10-05,597.343,561.202,544.508,528.483,522.59,533.608,558.141,571.721,582.259,589.672,619.014,606.101,595.243,595.716,613.228,635.581,675.133,713.516,744.172,740.415,719.478,694.513,665.349,635.749
2024-10-06,594.938,562.997,541.86,530.405,528.551,536.294,552.973,573.995,591.33,606.401,616.962,627.041,645.145,627.183,659.188,680.686,689.341,712.68,730.957,721.562,703.173,671.802,644.5,612.189
2024-10-07,572.514,545.183,525.188,514.355,513.087,527.575,561.813,613.203,662.083,682.112,709.962,690.269,680.508,694.287,696.353,709.686,717.296,732.851,747.457,743.639,719.098,687.093,654.998,624.854
2024-10-08,582.978,551.289,533.869,524.913,524.044,535.909,567.58,609.825,627.8,633.34,631.708,621.622,614.418,638.898,661.698,680.528,704.924,728.28,749.923,744.774,721.391,693.692,666.048,633.047
2024-10-09,589.816,558.05,536.893,525.886,522.317,529.774,553.192,576.149,612.375,628.337,645.013,644.823,654.094,668.367,677.911,685.536,692.036,716.08,733.831,729.105,706,675.837,648.979,618.501
2024-10-10,579.056,550.301,532.538,522.21,519.396,536.652,569.648,623.796,661.87,674.867,664.261,664.053,628.83,661.86,671.335,690.814,715.29,738.423,753.818,746.282,723.58,693.428,663.974,634.794
2024-10-11,596.002,562.411,541.463,527.565,527.085,538.84,569.536,600.812,618.83,635.903,637.276,621.446,621.717,642.283,660.921,671.702,706.322,733.964,753.985,743.196,722.213,689.815,662.377,633.948
2024-10-12,591.48,558.164,536.618,523.486,521.118,533.769,555.199,566.156,563.383,583.028,587.346,587.853,594.175,602.32,627.775,640.681,671.838,707.35,735.954,728.041,708.378,678.615,650.466,620.712
2024-10-13,579.167,549.193,530.194,517.923,516.926,527.445,544.638,549.18,544.395,543.036,540.392,538.879,543.664,574.384,594.419,631.795,654.218,695.978,724.988,716.367,698.114,671.17,643.571,613.192
2024-10-14,578.647,548.527,532.104,519.204,519.509,535.883,572.32,628.905,690.095,724.172,735.53,688.56,666.306,714.54,753.401,756.754,760.423,778.603,790.229,781.356,758.042,719.943,685.488,650.698
2024-10-15,605.676,572.322,551.081,537.004,535.451,552.411,589.13,637.044,685.109,721.002,724.796,726.224,746.286,763.196,762.063,762.412,766.877,777.866,791.187,783.412,760.24,719.423,685.098,648.356
2024-10-16,601.85,566.792,543.477,528.437,528.409,544.803,582.315,626.939,673.54,689.481,684.609,683.042,680.199,689.164,731.902,729.364,744.939,768.198,784.078,778.084,753.55,720.767,688.583,655.34
2024-10-17,607.882,574.229,549.746,534.062,537.496,555.044,589.033,649.654,705.324,734.64,743.803,752.258,724.387,753.318,756.83,734.234,747.03,777.268,799.188,795.146,768.984,733.551,704.305,670.71
2024-10-18,622.681,588.918,562.081,550.249,546.665,564.755,606.264,665.812,739.855,759.292,774.27,773.676,780.559,804.201,804.324,810.633,832.218,853.088,861.079,851.726,823.41,784.884,747.164,707.97
2024-10-19,653.458,613.196,585.308,569.923,565.421,574.079,600.234,626.311,667.726,680.239,679.134,690.603,691.421,686.263,676.916,676.058,692.149,720.574,739.34,732.826,713.475,686.021,662.197,632.291
2024-10-20,593.541,559.84,535.681,523.46,522.596,532.202,547.057,568.235,586.836,604.263,609.248,601.281,596.043,612.263,607.555,613.14,643.244,677.681,703.479,694.578,683.062,657.553,631.807,606.225
2024-10-21,568.628,539.12,519.002,509.05,508.43,529.129,564.268,611.942,663.622,700.624,712.794,701.512,692.422,728.958,739.06,738.905,744.876,760.299,772.497,763.106,743.886,714.158,683.068,649.984
2024-10-22,605.798,573.295,553.283,539,544.146,560.174,598.984,644.981,674.494,701.505,707.879,722.773,742.854,755.09,770.317,769.186,774.059,789.818,791.242,780.082,748.506,715.827,636.22,594.228
2024-10-23,603.714,565.625,542.945,527.235,525.87,543.059,574.912,619.281,667.949,666.652,653.889,638.844,623.982,610.887,612.821,633.109,677.028,720.274,742.575,737.92,714.093,686.52,663.659,632.014
2024-10-24,590.275,554.415,533.735,522.829,521.954,538.666,576.74,601.671,602.667,597.268,582.561,566.809,552.106,572.934,593.83,625.492,678.018,722.627,743.826,734.494,716.863,687.592,662.819,635.428
2024-10-25,588.623,558.843,537.096,526.113,529.662,544.521,580.44,609.9,630.675,631.551,628.708,610,605.88,623.352,645.331,677.505,704.274,738.069,753.52,746.668,726.336,698.607,673.925,642.873
2024-10-26,598.255,566.615,545.452,531.743,531.644,544.001,567.816,596.236,637.315,664.169,661.629,670.984,662.203,650.744,665.733,655.672,687.163,718.003,738.566,730.285,711.33,684.202,662.112,636.724
2024-10-27,593.105,561.563,540.981,529.706,528.04,539.302,558.327,583.306,614.081,639.177,658.643,664.399,667.272,661.203,660.354,659.607,672.932,701.206,716.034,707.945,695.988,667.875,641.777,613.019
2024-10-28,572.852,541.81,521.538,510.59,512.443,531.159,563.552,621.039,664.466,687.629,675.998,687.232,661.131,667.656,667.534,675.752,695.047,722.798,737.999,728.56,708.018,680.352,657.519,630.313
2024-10-29,587.07,554.198,533.377,521.147,521.531,535.547,572.336,621.324,650.084,654.568,629.187,618.724,608.581,627.97,652.602,658.576,691.34,723.934,739.947,729.449,711.213,682.958,656.392,625.853
2024-10-30,578.431,548.199,527.041,513.271,513.364,532.006,569.56,611.38,640.622,646.753,627.781,590.713,586.92,606.192,630.51,658.663,685.643,723.002,740.7,728.859,709.046,678.129,655.913,625.379
2024-10-31,579.044,547.748,522.057,512.084,512.407,531.479,567.796,616.566,658.612,674.408,641.758,648.35,649.005,668.416,677.754,682.291,697.654,727.782,737.992,730.76,711.171,679.626,659.032,631.422
2024-11-01,589.308,554.816,533.437,520.275,520.601,534.059,573.915,628.954,684.098,719.328,737.57,738.831,734.186,738.297,730.618,722.738,731.772,745.83,741.879,736.498,716.537,686.954,664.512,637.855
2024-11-02,592.587,565.911,542.644,528.534,527.715,541.958,565.386,594.263,630.114,647.259,653.282,633.57,636.882,643.356,635.936,638.231,655.223,703.194,721.232,711.143,697.502,671.018,652.072,627.245
2024-11-03,587.934,554.734,533.984,522.837,521.666,532.338,552.39,560.722,546.051,532.003,532.199,522.753,533.328,547.054,559.709,587.163,627.919,679.34,703.711,697.953,681.279,660.057,637.463,610.735
2024-11-04,572.027,543.813,522.246,511.057,511.91,530.765,564.58,596.226,602.786,599.877,611.381,621.879,671.967,693.464,644.002,644.482,683.355,720.025,733.197,724.285,700.598,674.739,648.978,622.89
2024-11-05,584.515,547.081,527.498,515.605,515.069,529.337,562.766,601.828,641.664,660.493,628.423,600.038,567.915,587.307,596.004,612.241,658.288,707.957,728.528,719.323,700.774,674.498,651.892,625.544
2024-11-06,582.78,549.894,529.576,515.856,516.559,535.75,570.726,605.021,612.715,608.21,588.8,563.54,553.765,576.04,604.274,627.464,669.111,713.105,733.405,728.175,707.128,680.907,659.112,632.378
2024-11-07,591.919,558.262,535.07,524.083,526.849,543.47,580.799,613.446,612.939,594.02,578.605,563.591,569.074,595.867,594.232,638.686,678.852,724,742.088,736.252,718.351,691.051,666.364,640.087
2024-11-08,598.626,563.744,542.714,529.456,531.081,547.366,584.385,614.718,620.227,609.517,605.531,601.588,617.958,629.132,621.761,650.208,676.751,720.811,733.397,723.205,703.568,680.196,663.551,638.432
2024-11-09,595.001,559.135,538.398,527.617,525.693,536.835,564.957,578.776,586.237,607.279,575.598,597.599,603.444,602.54,602.09,628.656,653.309,697.959,710.472,702.813,687.283,665.404,645.968,623.303
2024-11-10,584.61,554.253,533.683,523.537,526.341,538.989,559.806,575.806,606.538,630.843,636.115,624.633,627.407,642.002,647.971,654.897,669.056,701.311,710.571,700.528,682.944,660.196,642.24,618.726
2024-11-11,576.391,548.302,527.392,516.347,518.194,535.823,574.976,612.434,613.934,604.203,586.689,570.236,558.058,578.902,598.438,629.367,678.014,726.119,738.753,728.771,710.325,685.041,663.041,636.137
2024-11-12,591.357,558.228,535.478,523.135,523.956,542.312,579.473,616.582,623.955,618.351,590.704,564.624,552.241,579.676,597.462,598.577,673.308,723.229,732.567,724.687,706.166,683.089,658.427,634.004
2024-11-13,591.421,558.369,536.318,525.391,528.405,544.807,578.807,612.414,620.844,598.531,595.832,591.889,582.264,606.194,625.946,644.405,674.61,718.79,734,723.581,704.6,681.023,657.552,629.566
2024-11-14,587.022,554.602,535.282,523.76,524.634,541.906,580.337,618.767,657.899,645.671,609.492,590.909,578.62,590.265,608.996,662.914,696.687,730.442,740.5,732.01,714.014,688.94,668.828,641.507
2024-11-15,595.033,561.328,540.946,532.274,536.854,554.112,588.677,635.7,682.542,704.323,695.294,674.945,687.813,704.586,709.684,715.886,723.525,745.17,743.31,733.004,711.993,687.91,667.826,643.92
2024-11-16,600.662,566.409,544.778,533.494,532.169,544.632,570.594,596.986,626.086,622.959,626.792,601.969,617.172,603.831,621.129,642.076,667.006,708.348,724.405,714.323,696.79,674.882,655.211,629.966
2024-11-17,594.38,560.194,534.228,523.441,521.15,533.551,556.745,569.283,575.445,551.098,525.166,524.315,513.346,515.521,524.138,561.989,622.935,680.599,701.202,697.438,686.567,667.921,647.609,625.979
2024-11-18,580.663,550.462,531.121,522.088,524.518,540.36,581.135,623.521,626.206,608.445,590.966,582.345,559.924,573.804,588.42,624.623,681.022,740.916,756.81,749.39,732.404,707.305,687.86,660.437
2024-11-19,616.632,583.95,561.09,545.339,543.412,556.706,592.212,634.706,664.64,662.003,654.316,643.393,637.139,662.53,654.215,689.059,707.062,743.267,752.901,741.719,719.207,697.067,677.222,655.846
2024-11-20,609.955,570.971,550.154,538.251,537.414,553.91,592.874,640.177,703.562,731.845,734.677,722.94,698.144,715.844,714.663,724.089,739.257,767.232,767.712,754.912,737.543,713.221,691.564,668.038
2024-11-21,625.975,592.022,563.61,550.042,549.215,564.858,601.999,646.692,666.309,632.112,609.46,586.734,571.036,588.12,612.112,651.786,695.135,746.008,760.369,748.738,734.654,709.766,689.739,662.277
2024-11-22,619.858,585.509,563.135,546.835,547.053,568.865,604.622,651.986,690.184,671.323,622.495,613.986,608.297,602.097,623.9,652.769,702.233,751.267,763.591,751.979,737.528,714.253,695.513,669.731
2024-11-23,628.324,594.789,571.15,555.825,558.408,568.694,596.581,612.915,608.864,592.454,591.414,583.922,566.037,570.738,585.588,615.933,665.7,725.575,743.574,736.582,720.866,698.73,684.006,661.143
2024-11-24,623.669,589.749,566.013,554.114,550.837,564.968,590.253,602.258,591.576,586.934,597.55,607.186,606.86,608.319,619.402,639.61,659.843,708.748,729.98,726.259,711.979,692.435,674.34,650.541
2024-11-25,605.66,574.434,551.448,542.207,549.233,561.743,603.202,643.751,676.349,672.361,665.045,652.052,647.459,671.115,698.257,716.596,738.767,768.227,768.531,761.48,738.844,709.747,688.967,666.89
2024-11-26,625.542,583.642,562.166,550.595,552.931,572.463,613.756,667.023,731.583,756.531,732.911,679.53,663.45,698.154,709.119,721.348,759.63,793.764,794.179,787.097,768.917,740.225,715.639,692.289
2024-11-27,646.729,609.194,588.12,574.933,572.845,591.604,631.851,687.623,743.085,759.174,777.312,750.227,727.736,729.346,753.052,773.161,808.692,842.092,837.904,825.327,796.847,766.2,742.376,715.314
2024-11-28,670.702,634.227,609.719,595.467,596.196,613.105,660.503,707.429,740.578,757.253,734.403,786.962,762.462,734.078,763.254,792.961,821.895,843.551,836.966,819.458,795.119,767.088,744.018,724.244
2024-11-29,677.576,634.838,606.255,593.124,597.522,612.027,655.419,712.495,770.712,816.514,810.793,797.228,774.311,790.101,798.022,803.486,820.785,845.785,832.756,811.342,783.398,750.564,735.291,717.074
2024-11-30,667.395,633.677,605.061,590.332,587.994,603.658,630.968,653.013,645.379,606.89,587.983,564.726,558.921,566.94,582.38,604.666,665.18,741.124,771.906,765.453,754.428,734.099,724.191,706.484
2024-12-01,664.741,630.632,605.921,593.553,594.539,608.199,629.8,642.932,647.555,631.552,600.324,588.075,608.54,626.064,607.146,599.748,654.984,725.827,758.509,756.873,742.467,722.111,705.565,679.443
2024-12-02,637.369,604.062,582.306,569.909,574.053,596.394,635.609,688.164,698.483,665.462,641.369,615.384,596.119,620.375,632.891,660.373,704.989,763.417,782.772,780.676,763.78,734.618,722.44,694.196
2024-12-03,651.478,614.34,596.147,584.322,586.123,605.227,648.496,693.363,706.561,707.608,673.449,640.784,642.362,663.098,698.574,707.903,749.819,811.912,826.118,814.836,797.546,767.413,751.78,729.131
2024-12-04,690.911,654.339,627.44,613.415,614.622,631.6,676.808,730.045,736.012,710.334,695.728,674.68,650.79,681.779,684.465,657.471,748.274,819.729,839.362,830.746,803.553,767.305,741.942,715.653
2024-12-05,670.415,627.441,602.338,592.19,597.042,614.742,651.974,705.655,749.388,751.375,744.403,683.775,679.968,693.305,718.206,749.537,779.543,827.689,832.76,825.134,804.263,776.025,756.598,728.84
2024-12-06,679.492,641.396,615.852,603.708,607.383,621.274,660.891,714.256,754.141,760.595,746.959,733.41,733.122,718.753,706.495,736.444,769.237,819.656,823.505,812.389,785.935,760.54,744.66,724.727
2024-12-07,684.895,646.651,619.006,606.242,613.402,629.791,661.158,684.662,676.056,629.476,608.933,583.216,578.401,596.324,632.807,697.676,743.746,790.907,797.516,785.564,771.281,751.152,738.143,717.716
2024-12-08,678.375,646.202,623.238,613.5,611.266,626.645,652.742,676.454,690.877,674.766,682.659,664.309,655.898,659.159,672.593,689.2,738.02,804.734,819.163,809.852,786.662,761.55,747.3,724.774
2024-12-09,679.952,643.413,615.593,604.497,604.317,621.189,665.42,723.361,781.232,796.984,788.644,768.573,735.36,743.41,742.478,762.365,799.405,851.871,858.226,844.391,815.359,783.029,761.124,737.344
2024-12-10,688.095,649.227,627.856,619.835,615.414,633.59,672.215,727.31,769.377,755.382,724.407,681.988,641.726,652.396,683.351,726.028,777.691,838.387,853.16,843.911,817.524,787.459,760.927,731.468
2024-12-11,678.639,640.104,615.618,601.366,605.928,623.329,664.998,724.075,789.319,808.476,804.584,752.936,728.012,749.959,748.516,728.935,767.382,838.757,849.57,846.904,820.974,786.186,765.178,738.56
2024-12-12,696.139,654.602,632.747,617.946,624.137,643.258,685.779,748.539,776.326,751.317,721.471,679.468,645.925,663.269,675.9,708.803,769.05,841.725,858.9,850.564,829.62,802.763,779.405,753.741
2024-12-13,705.278,668.914,638.723,627.208,627.62,646.82,683.093,734.113,798.458,838.515,819.229,816.327,751.638,756.292,757.336,782.538,813.639,865.503,860.053,846.163,833.248,808.805,791.923,769.53
2024-12-14,722.624,676.685,648.344,634.352,635.4,650.06,677.751,707.694,733.496,730.254,725.556,726.898,700.094,712.991,728.88,743.378,787.582,836.779,841.739,827.324,809.722,786.528,774.445,758.405
2024-12-15,710.6,672.971,647.472,631.257,627.672,641.141,664.391,688.099,720.949,735.942,715.451,711.096,718.711,714.383,718.701,734.843,772.111,824.342,832.4,819.283,802.05,773.005,760.003,738.347
2024-12-16,688.187,651.591,621.226,609.511,610.476,631.466,674.743,739.653,824.262,852.033,816.279,800.569,790.128,794.7,786.203,782.84,806.91,864.076,878.366,864.744,841.224,808.699,779.889,746.575
2024-12-17,696.927,661.628,644.649,632.558,632.449,646.319,691.268,762.592,806.983,784.866,765.651,757.14,732.222,756.65,754.949,767.047,799.631,854.086,866.929,862.506,835.935,808.592,788.332,766.793
2024-12-18,709.463,672.153,648.93,637.315,636.741,663.482,703.579,771.516,824.839,829.472,821.385,788.96,772.37,798.866,830.848,842.086,870.75,920.406,916.855,904.34,873.155,834.208,810.12,791.372
2024-12-19,740.563,696.929,663.734,652.947,663.091,689.426,739.924,809.74,850.242,812.705,757.216,713.394,679.673,688.808,709.134,740.079,811.462,895.658,920.02,910.505,894.125,864.499,850.596,823.46
2024-12-20,767.485,721.086,690.193,678.168,679.98,689.407,712.536,770.378,844.919,859.944,852.482,855.683,795.01,791.291,800.598,826.108,847.099,881.487,885.261,877.546,853.641,828.681,812.02,777.913
2024-12-21,724.308,687.641,665.785,652.322,640.567,651.699,676.165,705.34,757.966,802.411,788.545,760.436,750.133,766.969,788.548,800.461,840.747,879.302,884.413,870.715,846.028,819.557,802.381,780.585
2024-12-22,734.352,697.216,670.803,654.383,654.448,669.153,693.475,720.071,734.538,725.644,684.883,673,654.755,671.738,691.776,718.124,774.844,852.787,873.922,870.365,854.977,830.438,813.595,795.834
2024-12-23,754.077,713.955,689.429,671.383,671.275,681.782,726.705,791.33,847.675,807.53,787.16,761.454,738.697,781.921,764.118,802.434,843.513,904.001,910.683,892.37,864.256,840.252,821.345,798.289
2024-12-24,752.48,712.215,685.555,671.021,663.497,681.853,726.423,792.809,832.074,810.437,748.35,692.534,662.788,664.652,679.045,733.65,804.085,875.467,883.947,869.769,844.531,821.466,810.148,788.435
2024-12-25,733.627,686.376,664.85,656.857,648.095,656.321,683.851,716.489,709.809,643.53,605.253,600.704,622.135,666.019,695.128,734.917,778.691,818.009,827.396,817.381,797.468,773.21,758.456,734.597
2024-12-26,685.901,647.7,623.038,608.491,611.92,633.468,677.96,741.499,800.977,774.871,722.464,686.054,677.433,720.19,747.803,770.647,828.059,894.696,912.883,899.518,873.795,840.211,815.522,791.586
2024-12-27,741.001,700,674.6,660.186,659.692,679.658,723.339,789.311,842.33,844.369,828.327,803.033,771.265,764.071,754.242,776.932,833.994,909.241,915.892,905.815,880.603,840.751,815.522,792.849
2024-12-28,745.172,705.685,681.549,674.199,674.801,696.568,730.873,768.528,780.065,783.439,759.041,731.997,747.99,771.859,769.462,802.975,836.971,889.094,898.019,880.582,857.324,825.067,808.517,789.448
2024-12-29,746.69,709.867,686.027,673.938,673.506,689.307,715.04,741.969,750.981,735.017,690.012,650.395,622.279,581.04,599.411,667.46,734.727,818.695,864.043,860.093,842.461,818.79,812.912,792.641
2024-12-30,742.555,697.273,669.857,649.089,644.964,665.387,703.766,775.363,828.99,790.701,776.501,739.868,705.157,684.528,695.41,728.938,780.974,847.996,866.099,857.742,839.912,815.416,794.557,768.835
2024-12-31,720.222,686.809,661.681,642.682,636.037,655.443,700.653,762.473,807.597,771.913,731.694,687.865,661.58,655.867,684.709,721.362,782.909,862.993,890.027,882.147,864.356,848.973,834.021,811.819
