거래일자,거래시간,지역,연료원,발전량(MWh)
2023-12-21,3,인천시,태양광,0
2023-12-21,4,인천시,태양광,0
2023-12-21,5,인천시,태양광,0
2023-12-21,6,인천시,태양광,0
2023-12-21,7,인천시,태양광,0.00008
2023-12-21,8,인천시,태양광,0.01847
2023-12-21,9,인천시,태양광,2.140268
2023-12-21,10,인천시,태양광,8.568194
2023-12-21,11,인천시,태양광,15.075173
2023-12-21,12,인천시,태양광,20.574748
2023-12-21,13,인천시,태양광,24.594211
2023-12-21,14,인천시,태양광,25.69692
2023-12-21,15,인천시,태양광,22.449733
2023-12-21,16,인천시,태양광,13.566485
2023-12-21,17,인천시,태양광,9.608626
2023-12-21,18,인천시,태양광,4.62624
2023-12-21,19,인천시,태양광,1.232075
2023-12-21,20,인천시,태양광,2.059723
2023-12-21,21,인천시,태양광,0.830626
2023-12-21,22,인천시,태양광,0.38404
2023-12-21,23,인천시,태양광,0.02976
2023-12-21,24,인천시,태양광,0
2023-12-21,1,대전시,태양광,0
2023-12-21,2,대전시,태양광,0
2023-12-21,3,대전시,태양광,0
2023-12-21,4,대전시,태양광,0
2023-12-21,5,대전시,태양광,0
2023-12-21,6,대전시,태양광,0
2023-12-21,7,대전시,태양광,0
2023-12-21,8,대전시,태양광,0.001214
2023-12-21,9,대전시,태양광,0.407559
2023-12-21,10,대전시,태양광,1.65483
2023-12-21,11,대전시,태양광,3.109044
2023-12-21,12,대전시,태양광,5.125673
2023-12-21,13,대전시,태양광,4.844501
2023-12-21,14,대전시,태양광,3.636748
2023-12-21,15,대전시,태양광,3.604881
2023-12-21,16,대전시,태양광,2.619809
2023-12-21,17,대전시,태양광,0.968745
2023-12-21,18,대전시,태양광,0.013433
2023-12-21,19,대전시,태양광,0
2023-12-21,20,대전시,태양광,0
2023-12-21,21,대전시,태양광,0
2023-12-21,22,대전시,태양광,0
2023-12-21,23,대전시,태양광,0
2023-12-21,24,대전시,태양광,0
2023-12-21,1,광주시,태양광,0
2023-12-21,2,광주시,태양광,0
2023-12-21,3,광주시,태양광,0
2023-12-21,4,광주시,태양광,0
2023-12-21,5,광주시,태양광,0
2023-12-21,6,광주시,태양광,0
2023-12-21,7,광주시,태양광,0
2023-12-21,8,광주시,태양광,0.00096
2023-12-21,9,광주시,태양광,0.11888
2023-12-21,10,광주시,태양광,0.683188
2023-12-21,11,광주시,태양광,1.116903
2023-12-21,12,광주시,태양광,1.391351
2023-12-21,13,광주시,태양광,1.506954
2023-12-21,14,광주시,태양광,1.457728
2023-12-21,15,광주시,태양광,1.264817
2023-12-21,16,광주시,태양광,0.853957
2023-12-21,17,광주시,태양광,0.351924
2023-12-21,18,광주시,태양광,0.0072
2023-12-21,19,광주시,태양광,0
2023-12-21,20,광주시,태양광,0
2023-12-21,21,광주시,태양광,0
2023-12-21,22,광주시,태양광,0
2023-12-21,23,광주시,태양광,0
2023-12-21,24,광주시,태양광,0
2023-12-21,1,대구시,태양광,0
2023-12-21,2,대구시,태양광,0
2023-12-21,3,대구시,태양광,0
2023-12-21,4,대구시,태양광,0
2023-12-21,5,대구시,태양광,0
2023-12-21,6,대구시,태양광,0
2023-12-21,7,대구시,태양광,0
2023-12-21,8,대구시,태양광,0.118787
2023-12-21,9,대구시,태양광,4.616744
2023-12-21,10,대구시,태양광,15.912609
2023-12-21,11,대구시,태양광,25.840362
2023-12-21,12,대구시,태양광,31.522475
2023-12-21,13,대구시,태양광,33.745619
2023-12-21,14,대구시,태양광,33.62454
2023-12-21,15,대구시,태양광,28.35446
2023-12-21,16,대구시,태양광,16.696971
2023-12-21,17,대구시,태양광,7.393482
2023-12-21,18,대구시,태양광,3.243962
2023-12-21,19,대구시,태양광,3.71208
2023-12-21,20,대구시,태양광,1.658024
2023-12-21,21,대구시,태양광,0.68052
2023-12-21,22,대구시,태양광,0.06048
2023-12-21,23,대구시,태양광,0
2023-12-21,24,대구시,태양광,0
2023-12-21,1,세종시,태양광,0
2023-12-21,2,세종시,태양광,0
2023-12-21,3,세종시,태양광,0
2023-12-21,4,세종시,태양광,0
2023-12-21,5,세종시,태양광,0
2023-12-21,6,세종시,태양광,0
2023-12-21,7,세종시,태양광,0
2023-12-21,8,세종시,태양광,0.007904
2023-12-21,9,세종시,태양광,0.838642
2023-12-21,10,세종시,태양광,2.897937
2023-12-21,11,세종시,태양광,5.778898
2023-12-21,12,세종시,태양광,8.073657
2023-12-21,13,세종시,태양광,8.286052
2023-12-21,14,세종시,태양광,7.075699
2023-12-21,15,세종시,태양광,6.993138
2023-12-21,16,세종시,태양광,4.482704
2023-12-21,17,세종시,태양광,3.140796
2023-12-21,18,세종시,태양광,1.615907
2023-12-21,19,세종시,태양광,1.021563
2023-12-21,20,세종시,태양광,0.6912
2023-12-21,21,세종시,태양광,0.02208
2023-12-21,22,세종시,태양광,0
2023-12-21,23,세종시,태양광,0
2023-12-21,24,세종시,태양광,0
2023-12-21,1,울산시,태양광,0
2023-12-21,2,울산시,태양광,0
2023-12-21,3,울산시,태양광,0
2023-12-21,4,울산시,태양광,0
2023-12-21,5,울산시,태양광,0
2023-12-21,6,울산시,태양광,0
2023-12-21,7,울산시,태양광,0
2023-12-21,8,울산시,태양광,0.222906
2023-12-21,9,울산시,태양광,4.674334
2023-12-21,10,울산시,태양광,15.995598
2023-12-21,11,울산시,태양광,26.122827
2023-12-21,12,울산시,태양광,31.861909
2023-12-21,13,울산시,태양광,33.716308
2023-12-21,14,울산시,태양광,31.470097
2023-12-21,15,울산시,태양광,25.665324
2023-12-21,16,울산시,태양광,14.458449
2023-12-21,17,울산시,태양광,3.279913
2023-12-21,18,울산시,태양광,0.143679
2023-12-21,19,울산시,태양광,0.15272
2023-12-21,20,울산시,태양광,0.34164
2023-12-21,21,울산시,태양광,0.35156
2023-12-21,22,울산시,태양광,0.32664
2023-12-21,23,울산시,태양광,0.14104
2023-12-21,24,울산시,태양광,0
2023-12-21,1,부산시,태양광,0
2023-12-21,2,부산시,태양광,0
2023-12-21,3,부산시,태양광,0
2023-12-21,4,부산시,태양광,0
2023-12-21,5,부산시,태양광,0
2023-12-21,6,부산시,태양광,0
2023-12-21,7,부산시,태양광,0
2023-12-21,8,부산시,태양광,0.578942
2023-12-21,9,부산시,태양광,10.955399
2023-12-21,10,부산시,태양광,35.565781
2023-12-21,11,부산시,태양광,54.2035
2023-12-21,12,부산시,태양광,64.923325
2023-12-21,13,부산시,태양광,68.626748
2023-12-21,14,부산시,태양광,62.903864
2023-12-21,15,부산시,태양광,52.433274
2023-12-21,16,부산시,태양광,31.848879
2023-12-21,17,부산시,태양광,9.412828
2023-12-21,18,부산시,태양광,2.588573
2023-12-21,19,부산시,태양광,3.136608
2023-12-21,20,부산시,태양광,3.010588
2023-12-21,21,부산시,태양광,1.797904
2023-12-21,22,부산시,태양광,0.1908
2023-12-21,23,부산시,태양광,0.03912
2023-12-21,24,부산시,태양광,0.00516
2023-12-22,1,경기도,태양광,0.05156
2023-12-22,2,경기도,태양광,0.0006
2023-12-22,3,경기도,태양광,0
2023-12-22,4,경기도,태양광,0
2023-12-22,5,경기도,태양광,0
2023-12-22,6,경기도,태양광,0
2023-12-22,7,경기도,태양광,0.0012
2023-12-22,8,경기도,태양광,0.151692
2023-12-22,9,경기도,태양광,14.997606
2023-12-22,10,경기도,태양광,66.442869
2023-12-22,11,경기도,태양광,120.008106
2023-12-22,12,경기도,태양광,152.701469
2023-12-22,13,경기도,태양광,168.011149
2023-12-22,14,경기도,태양광,164.192103
2023-12-22,15,경기도,태양광,139.343503
2023-12-22,16,경기도,태양광,82.876233
2023-12-22,17,경기도,태양광,31.625656
2023-12-22,18,경기도,태양광,14.600961
2023-12-22,19,경기도,태양광,14.79916
2023-12-22,20,경기도,태양광,13.555214
2023-12-22,21,경기도,태양광,9.878875
2023-12-22,22,경기도,태양광,6.901138
2023-12-22,23,경기도,태양광,3.816678
2023-12-22,24,경기도,태양광,0.797422
2023-12-22,1,강원도,태양광,0.120136
2023-12-22,2,강원도,태양광,0.0002
2023-12-22,3,강원도,태양광,0
2023-12-22,4,강원도,태양광,0
2023-12-22,5,강원도,태양광,0.0002
2023-12-22,6,강원도,태양광,0
2023-12-22,7,강원도,태양광,0
2023-12-22,8,강원도,태양광,0.550152
2023-12-22,9,강원도,태양광,29.059155
2023-12-22,10,강원도,태양광,114.65741
2023-12-22,11,강원도,태양광,183.675309
2023-12-22,12,강원도,태양광,227.373077
2023-12-22,13,강원도,태양광,243.687183
2023-12-22,14,강원도,태양광,242.15869
2023-12-22,15,강원도,태양광,205.783353
2023-12-22,16,강원도,태양광,119.090975
2023-12-22,17,강원도,태양광,51.514729
2023-12-22,18,강원도,태양광,38.774696
2023-12-22,19,강원도,태양광,40.882766
2023-12-22,20,강원도,태양광,44.119008
2023-12-22,21,강원도,태양광,29.931443
2023-12-22,22,강원도,태양광,17.324576
2023-12-22,23,강원도,태양광,5.902369
2023-12-22,24,강원도,태양광,1.075966
2023-12-22,1,경상남도,태양광,0.166584
2023-12-22,2,경상남도,태양광,0.00016
2023-12-22,3,경상남도,태양광,0
2023-12-22,4,경상남도,태양광,0
2023-12-22,5,경상남도,태양광,0
2023-12-22,6,경상남도,태양광,0
2023-12-22,7,경상남도,태양광,0
2023-12-22,8,경상남도,태양광,1.236285
2023-12-22,9,경상남도,태양광,41.361881
2023-12-22,10,경상남도,태양광,143.551259
2023-12-22,11,경상남도,태양광,228.057652
2023-12-22,12,경상남도,태양광,278.873321
2023-12-22,13,경상남도,태양광,299.261913
2023-12-22,14,경상남도,태양광,295.525325
2023-12-22,15,경상남도,태양광,250.70445
2023-12-22,16,경상남도,태양광,159.666893
2023-12-22,17,경상남도,태양광,57.338777
2023-12-22,18,경상남도,태양광,24.456985
2023-12-22,19,경상남도,태양광,28.593195
2023-12-22,20,경상남도,태양광,27.023303
2023-12-22,21,경상남도,태양광,19.17602
2023-12-22,22,경상남도,태양광,11.795819
2023-12-22,23,경상남도,태양광,4.395247
2023-12-22,24,경상남도,태양광,0.657136
2023-12-22,1,경상북도,태양광,0.108391
2023-12-22,2,경상북도,태양광,0.047311
2023-12-22,3,경상북도,태양광,0
2023-12-22,4,경상북도,태양광,0
2023-12-22,5,경상북도,태양광,0
2023-12-22,6,경상북도,태양광,0
2023-12-22,7,경상북도,태양광,0.000723
2023-12-22,8,경상북도,태양광,1.600527
2023-12-22,9,경상북도,태양광,60.721373
2023-12-22,10,경상북도,태양광,211.828916
2023-12-22,11,경상북도,태양광,338.035151
2023-12-22,12,경상북도,태양광,416.753843
2023-12-22,13,경상북도,태양광,447.651043
2023-12-22,14,경상북도,태양광,444.781793
2023-12-22,15,경상북도,태양광,379.979056
2023-12-22,16,경상북도,태양광,238.680044
2023-12-22,17,경상북도,태양광,87.305088
2023-12-22,18,경상북도,태양광,35.640546
2023-12-22,19,경상북도,태양광,65.092511
2023-12-22,20,경상북도,태양광,66.617825
2023-12-22,21,경상북도,태양광,50.12033
2023-12-22,22,경상북도,태양광,28.828096
2023-12-22,23,경상북도,태양광,9.18771
2023-12-22,24,경상북도,태양광,1.728986
2023-12-22,1,전라남도,태양광,0.073492
2023-12-22,2,전라남도,태양광,0
2023-12-22,3,전라남도,태양광,0
2023-12-22,4,전라남도,태양광,0
2023-12-22,5,전라남도,태양광,0
2023-12-22,6,전라남도,태양광,0
2023-12-22,7,전라남도,태양광,0
2023-12-22,8,전라남도,태양광,1.150679
2023-12-22,9,전라남도,태양광,37.641191
2023-12-22,10,전라남도,태양광,149.68423
2023-12-22,11,전라남도,태양광,281.678629
2023-12-22,12,전라남도,태양광,373.740512
2023-12-22,13,전라남도,태양광,424.38093
2023-12-22,14,전라남도,태양광,424.126416
2023-12-22,15,전라남도,태양광,377.50859
2023-12-22,16,전라남도,태양광,252.411364
2023-12-22,17,전라남도,태양광,109.177492
2023-12-22,18,전라남도,태양광,39.988626
2023-12-22,19,전라남도,태양광,37.01827
2023-12-22,20,전라남도,태양광,25.575808
2023-12-22,21,전라남도,태양광,17.512941
2023-12-22,22,전라남도,태양광,10.766119
2023-12-22,23,전라남도,태양광,4.641888
2023-12-22,24,전라남도,태양광,1.23094
2023-12-22,1,전라북도,태양광,0.196516
2023-12-22,2,전라북도,태양광,0.039832
2023-12-22,3,전라북도,태양광,0.015128
2023-12-22,4,전라북도,태양광,0.02316
2023-12-22,5,전라북도,태양광,0
2023-12-22,6,전라북도,태양광,0
2023-12-22,7,전라북도,태양광,0
2023-12-22,8,전라북도,태양광,0.055136
2023-12-22,9,전라북도,태양광,4.313628
2023-12-22,10,전라북도,태양광,20.193112
2023-12-22,11,전라북도,태양광,38.763397
2023-12-22,12,전라북도,태양광,52.672711
2023-12-22,13,전라북도,태양광,61.543137
2023-12-22,14,전라북도,태양광,65.643279
2023-12-22,15,전라북도,태양광,59.940734
2023-12-22,16,전라북도,태양광,42.041824
2023-12-22,17,전라북도,태양광,21.606432
2023-12-22,18,전라북도,태양광,8.983063
2023-12-22,19,전라북도,태양광,8.862853
2023-12-22,20,전라북도,태양광,8.414264
2023-12-22,21,전라북도,태양광,6.273291
2023-12-22,22,전라북도,태양광,4.040944
2023-12-22,23,전라북도,태양광,2.622364
2023-12-22,24,전라북도,태양광,0.712324
2023-12-22,1,충청남도,태양광,0.47576
2023-12-22,2,충청남도,태양광,0.00616
2023-12-22,3,충청남도,태양광,0.00052
2023-12-22,4,충청남도,태양광,0.00008
2023-12-22,5,충청남도,태양광,0.00024
2023-12-22,6,충청남도,태양광,0.00024
2023-12-22,7,충청남도,태양광,0.00016
2023-12-22,8,충청남도,태양광,0.068749
2023-12-22,9,충청남도,태양광,8.526246
2023-12-22,10,충청남도,태양광,36.790089
2023-12-22,11,충청남도,태양광,73.837251
2023-12-22,12,충청남도,태양광,108.166168
2023-12-22,13,충청남도,태양광,127.006365
2023-12-22,14,충청남도,태양광,121.982456
2023-12-22,15,충청남도,태양광,96.508297
2023-12-22,16,충청남도,태양광,61.761196
2023-12-22,17,충청남도,태양광,32.496355
2023-12-22,18,충청남도,태양광,17.038732
2023-12-22,19,충청남도,태양광,14.662468
2023-12-22,20,충청남도,태양광,11.050521
2023-12-22,21,충청남도,태양광,6.600976
2023-12-22,22,충청남도,태양광,3.452396
2023-12-22,23,충청남도,태양광,1.317384
2023-12-22,24,충청남도,태양광,0.73468
2023-12-22,1,충청북도,태양광,0.42972
2023-12-22,2,충청북도,태양광,0
2023-12-22,3,충청북도,태양광,0
2023-12-22,4,충청북도,태양광,0
2023-12-22,5,충청북도,태양광,0
2023-12-22,6,충청북도,태양광,0
2023-12-22,7,충청북도,태양광,0
2023-12-22,8,충청북도,태양광,0.194483
2023-12-22,9,충청북도,태양광,10.820768
2023-12-22,10,충청북도,태양광,43.330914
2023-12-22,11,충청북도,태양광,78.431911
2023-12-22,12,충청북도,태양광,102.719675
2023-12-22,13,충청북도,태양광,112.605012
2023-12-22,14,충청북도,태양광,112.270803
2023-12-22,15,충청북도,태양광,97.56414
2023-12-22,16,충청북도,태양광,65.828137
2023-12-22,17,충청북도,태양광,44.866592
2023-12-22,18,충청북도,태양광,28.782235
2023-12-22,19,충청북도,태양광,19.344519
2023-12-22,20,충청북도,태양광,14.668721
2023-12-22,21,충청북도,태양광,11.014242
2023-12-22,22,충청북도,태양광,5.414931
2023-12-22,23,충청북도,태양광,2.946608
2023-12-22,24,충청북도,태양광,1.478512
2023-12-22,1,제주도,태양광,0.000232
2023-12-22,2,제주도,태양광,0.000176
2023-12-22,3,제주도,태양광,0.000256
2023-12-22,4,제주도,태양광,0.000232
2023-12-22,5,제주도,태양광,0.000216
2023-12-22,6,제주도,태양광,0.0002
2023-12-22,7,제주도,태양광,0.000152
2023-12-22,8,제주도,태양광,0.033439
2023-12-22,9,제주도,태양광,1.148754
2023-12-22,10,제주도,태양광,8.683651
2023-12-22,11,제주도,태양광,20.824291
2023-12-22,12,제주도,태양광,41.083851
2023-12-22,13,제주도,태양광,26.980809
2023-12-22,14,제주도,태양광,18.011053
2023-12-22,15,제주도,태양광,17.090821
2023-12-22,16,제주도,태양광,9.357198
2023-12-22,17,제주도,태양광,3.031916
2023-12-22,18,제주도,태양광,1.281233
2023-12-22,19,제주도,태양광,2.136956
2023-12-22,20,제주도,태양광,0.947168
2023-12-22,21,제주도,태양광,0.013544
2023-12-22,22,제주도,태양광,0.000416
2023-12-22,23,제주도,태양광,0.000416
2023-12-22,24,제주도,태양광,0.000376
2023-12-22,1,서울시,태양광,0
2023-12-22,2,서울시,태양광,0
2023-12-22,3,서울시,태양광,0
2023-12-22,4,서울시,태양광,0
2023-12-22,5,서울시,태양광,0
2023-12-22,6,서울시,태양광,0
2023-12-22,7,서울시,태양광,0
2023-12-22,8,서울시,태양광,0.006586
2023-12-22,9,서울시,태양광,0.970614
2023-12-22,10,서울시,태양광,4.154102
2023-12-22,11,서울시,태양광,7.206714
2023-12-22,12,서울시,태양광,9.992463
2023-12-22,13,서울시,태양광,10.770347
2023-12-22,14,서울시,태양광,10.329715
2023-12-22,15,서울시,태양광,8.647901
2023-12-22,16,서울시,태양광,5.084035
2023-12-22,17,서울시,태양광,1.170239
2023-12-22,18,서울시,태양광,0.02321
2023-12-22,19,서울시,태양광,0.04984
2023-12-22,20,서울시,태양광,0.1628
2023-12-22,21,서울시,태양광,0.16496
2023-12-22,22,서울시,태양광,0.15928
2023-12-22,23,서울시,태양광,0.0654
2023-12-22,24,서울시,태양광,0.00292
2023-12-22,1,인천시,태양광,0
2023-12-22,2,인천시,태양광,0
2023-12-22,3,인천시,태양광,0.00008
2023-12-22,4,인천시,태양광,0.00096
2023-12-22,5,인천시,태양광,0
2023-12-22,6,인천시,태양광,0
2023-12-22,7,인천시,태양광,0
2023-12-22,8,인천시,태양광,0.031002
2023-12-22,9,인천시,태양광,2.862144
2023-12-22,10,인천시,태양광,11.210524
2023-12-22,11,인천시,태양광,18.321594
2023-12-22,12,인천시,태양광,23.592513
2023-12-22,13,인천시,태양광,28.367999
2023-12-22,14,인천시,태양광,28.844569
2023-12-22,15,인천시,태양광,24.987125
2023-12-22,16,인천시,태양광,16.181222
2023-12-22,17,인천시,태양광,10.115729
2023-12-22,18,인천시,태양광,6.56932
2023-12-22,19,인천시,태양광,2.625435
2023-12-22,20,인천시,태양광,2.357242
2023-12-22,21,인천시,태양광,1.511718
2023-12-22,22,인천시,태양광,0.38616
2023-12-22,23,인천시,태양광,0.03368
2023-12-22,24,인천시,태양광,0
2023-12-22,1,대전시,태양광,0
2023-12-22,2,대전시,태양광,0
2023-12-22,3,대전시,태양광,0
2023-12-22,4,대전시,태양광,0
2023-12-22,5,대전시,태양광,0
2023-12-22,6,대전시,태양광,0
2023-12-22,7,대전시,태양광,0
2023-12-22,8,대전시,태양광,0.002233
2023-12-22,9,대전시,태양광,0.678084
2023-12-22,10,대전시,태양광,2.969465
2023-12-22,11,대전시,태양광,5.225907
2023-12-22,12,대전시,태양광,6.744193
2023-12-22,13,대전시,태양광,7.418233
2023-12-22,14,대전시,태양광,7.116981
2023-12-22,15,대전시,태양광,6.031801
2023-12-22,16,대전시,태양광,3.774482
2023-12-22,17,대전시,태양광,1.107188
2023-12-22,18,대전시,태양광,0.014752
2023-12-22,19,대전시,태양광,0
2023-12-22,20,대전시,태양광,0
2023-12-22,21,대전시,태양광,0
2023-12-22,22,대전시,태양광,0
2023-12-22,23,대전시,태양광,0
2023-12-22,24,대전시,태양광,0
2023-12-22,1,광주시,태양광,0
2023-12-22,2,광주시,태양광,0
2023-12-22,3,광주시,태양광,0
2023-12-22,4,광주시,태양광,0
2023-12-22,5,광주시,태양광,0
2023-12-22,6,광주시,태양광,0
2023-12-22,7,광주시,태양광,0
2023-12-22,8,광주시,태양광,0.00096
2023-12-22,9,광주시,태양광,0.13764
2023-12-22,10,광주시,태양광,0.756768
2023-12-22,11,광주시,태양광,1.410547
2023-12-22,12,광주시,태양광,2.135988
2023-12-22,13,광주시,태양광,2.577345
2023-12-22,14,광주시,태양광,2.831241
2023-12-22,15,광주시,태양광,2.726809
2023-12-22,16,광주시,태양광,1.880225
2023-12-22,17,광주시,태양광,0.740154
2023-12-22,18,광주시,태양광,0.037688
2023-12-22,19,광주시,태양광,0
2023-12-22,20,광주시,태양광,0
2023-12-22,21,광주시,태양광,0
2023-12-22,22,광주시,태양광,0
2023-12-22,23,광주시,태양광,0
2023-12-22,24,광주시,태양광,0
2023-12-22,1,대구시,태양광,0
2023-12-22,2,대구시,태양광,0
2023-12-22,3,대구시,태양광,0
2023-12-22,4,대구시,태양광,0
2023-12-22,5,대구시,태양광,0
2023-12-22,6,대구시,태양광,0
2023-12-22,7,대구시,태양광,0
2023-12-22,8,대구시,태양광,0.092895
2023-12-22,9,대구시,태양광,4.690202
2023-12-22,10,대구시,태양광,16.290227
2023-12-22,11,대구시,태양광,26.363814
2023-12-22,12,대구시,태양광,32.046705
2023-12-22,13,대구시,태양광,34.563868
2023-12-22,14,대구시,태양광,34.266096
2023-12-22,15,대구시,태양광,28.626604
2023-12-22,16,대구시,태양광,16.739357
2023-12-22,17,대구시,태양광,7.442101
2023-12-22,18,대구시,태양광,3.249536
2023-12-22,19,대구시,태양광,3.70938
2023-12-22,20,대구시,태양광,1.701224
2023-12-22,21,대구시,태양광,0.6867
2023-12-22,22,대구시,태양광,0.06336
2023-12-22,23,대구시,태양광,0
2023-12-22,24,대구시,태양광,0
2023-12-22,1,세종시,태양광,0
2023-12-22,2,세종시,태양광,0
2023-12-22,3,세종시,태양광,0
2023-12-22,4,세종시,태양광,0
2023-12-22,5,세종시,태양광,0
2023-12-22,6,세종시,태양광,0
2023-12-22,7,세종시,태양광,0
2023-12-22,8,세종시,태양광,0.014128
2023-12-22,9,세종시,태양광,1.178421
2023-12-22,10,세종시,태양광,4.281865
2023-12-22,11,세종시,태양광,8.195375
2023-12-22,12,세종시,태양광,11.694444
2023-12-22,13,세종시,태양광,13.330381
2023-12-22,14,세종시,태양광,13.411298
2023-12-22,15,세종시,태양광,10.905962
2023-12-22,16,세종시,태양광,7.258759
2023-12-22,17,세종시,태양광,3.164082
2023-12-22,18,세종시,태양광,1.669925
2023-12-22,19,세종시,태양광,1.629292
2023-12-22,20,세종시,태양광,1.545702
2023-12-22,21,세종시,태양광,0.716984
2023-12-22,22,세종시,태양광,0
2023-12-22,23,세종시,태양광,0
2023-12-22,24,세종시,태양광,0
2023-12-22,1,울산시,태양광,0
2023-12-22,2,울산시,태양광,0
2023-12-22,3,울산시,태양광,0
2023-12-22,4,울산시,태양광,0
2023-12-22,5,울산시,태양광,0
2023-12-22,6,울산시,태양광,0
2023-12-22,7,울산시,태양광,0
2023-12-22,8,울산시,태양광,0.210991
2023-12-22,9,울산시,태양광,4.699656
2023-12-22,10,울산시,태양광,16.531605
2023-12-22,11,울산시,태양광,26.668703
2023-12-22,12,울산시,태양광,32.165765
2023-12-22,13,울산시,태양광,33.597838
2023-12-22,14,울산시,태양광,31.410597
2023-12-22,15,울산시,태양광,25.539922
2023-12-22,16,울산시,태양광,14.366717
2023-12-22,17,울산시,태양광,3.359917
2023-12-22,18,울산시,태양광,0.149107
2023-12-22,19,울산시,태양광,0.15216
2023-12-22,20,울산시,태양광,0.34168
2023-12-22,21,울산시,태양광,0.35208
2023-12-22,22,울산시,태양광,0.32668
2023-12-22,23,울산시,태양광,0.14152
2023-12-22,24,울산시,태양광,0
2023-12-22,1,부산시,태양광,0
2023-12-22,2,부산시,태양광,0
2023-12-22,3,부산시,태양광,0
2023-12-22,4,부산시,태양광,0
2023-12-22,5,부산시,태양광,0
2023-12-22,6,부산시,태양광,0
2023-12-22,7,부산시,태양광,0
2023-12-22,8,부산시,태양광,0.402097
2023-12-22,9,부산시,태양광,10.993114
2023-12-22,10,부산시,태양광,36.724043
2023-12-22,11,부산시,태양광,56.213988
2023-12-22,12,부산시,태양광,68.181323
2023-12-22,13,부산시,태양광,70.985564
2023-12-22,14,부산시,태양광,65.985658
2023-12-22,15,부산시,태양광,53.799693
2023-12-22,16,부산시,태양광,32.446326
2023-12-22,17,부산시,태양광,9.694965
2023-12-22,18,부산시,태양광,2.598038
2023-12-22,19,부산시,태양광,3.106692
2023-12-22,20,부산시,태양광,2.959488
2023-12-22,21,부산시,태양광,1.750124
2023-12-22,22,부산시,태양광,0.14342
2023-12-22,23,부산시,태양광,0.00642
2023-12-22,24,부산시,태양광,0
2023-12-23,1,경기도,태양광,0.053
2023-12-23,2,경기도,태양광,0.00016
2023-12-23,3,경기도,태양광,0
2023-12-23,4,경기도,태양광,0
2023-12-23,5,경기도,태양광,0
2023-12-23,6,경기도,태양광,0
2023-12-23,7,경기도,태양광,0
2023-12-23,8,경기도,태양광,0.127515
2023-12-23,9,경기도,태양광,16.925398
2023-12-23,10,경기도,태양광,67.462255
2023-12-23,11,경기도,태양광,122.698899
2023-12-23,12,경기도,태양광,158.284946
2023-12-23,13,경기도,태양광,173.810053
2023-12-23,14,경기도,태양광,168.104431
2023-12-23,15,경기도,태양광,136.726954
2023-12-23,16,경기도,태양광,78.220081
2023-12-23,17,경기도,태양광,31.879697
2023-12-23,18,경기도,태양광,13.825747
2023-12-23,19,경기도,태양광,15.214762
2023-12-23,20,경기도,태양광,13.79482
2023-12-23,21,경기도,태양광,9.659886
2023-12-23,22,경기도,태양광,7.606262
2023-12-23,23,경기도,태양광,3.671274
2023-12-23,24,경기도,태양광,0.784597
2023-12-23,1,강원도,태양광,0.098808
2023-12-23,2,강원도,태양광,0.0004
2023-12-23,3,강원도,태양광,0.0002
2023-12-23,4,강원도,태양광,0
2023-12-23,5,강원도,태양광,0
2023-12-23,6,강원도,태양광,0
2023-12-23,7,강원도,태양광,0
2023-12-23,8,강원도,태양광,0.446972
2023-12-23,9,강원도,태양광,29.882153
2023-12-23,10,강원도,태양광,114.162379
2023-12-23,11,강원도,태양광,184.257424
2023-12-23,12,강원도,태양광,232.558757
2023-12-23,13,강원도,태양광,253.311224
2023-12-23,14,강원도,태양광,254.961085
2023-12-23,15,강원도,태양광,219.964871
2023-12-23,16,강원도,태양광,128.982349
2023-12-23,17,강원도,태양광,54.413856
2023-12-23,18,강원도,태양광,39.144881
2023-12-23,19,강원도,태양광,41.606263
2023-12-23,20,강원도,태양광,44.616789
2023-12-23,21,강원도,태양광,29.446306
2023-12-23,22,강원도,태양광,17.091884
2023-12-23,23,강원도,태양광,6.279472
2023-12-23,24,강원도,태양광,1.62544
2023-12-23,1,경상남도,태양광,0.086904
2023-12-23,2,경상남도,태양광,0.0004
2023-12-23,3,경상남도,태양광,0.00012
2023-12-23,4,경상남도,태양광,0
2023-12-23,5,경상남도,태양광,0
2023-12-23,6,경상남도,태양광,0.0004
2023-12-23,7,경상남도,태양광,0.0936
2023-12-23,8,경상남도,태양광,1.999
2023-12-23,9,경상남도,태양광,42.552968
2023-12-23,10,경상남도,태양광,129.044604
2023-12-23,11,경상남도,태양광,215.828851
2023-12-23,12,경상남도,태양광,252.179229
2023-12-23,13,경상남도,태양광,248.311868
2023-12-23,14,경상남도,태양광,241.346538
2023-12-23,15,경상남도,태양광,197.077429
2023-12-23,16,경상남도,태양광,111.088772
2023-12-23,17,경상남도,태양광,47.241138
2023-12-23,18,경상남도,태양광,23.97468
2023-12-23,19,경상남도,태양광,28.452895
2023-12-23,20,경상남도,태양광,24.935019
2023-12-23,21,경상남도,태양광,16.665803
2023-12-23,22,경상남도,태양광,10.109977
2023-12-23,23,경상남도,태양광,3.225484
2023-12-23,24,경상남도,태양광,0.9928
2023-12-23,1,경상북도,태양광,0.122447
2023-12-23,2,경상북도,태양광,0.02096
2023-12-23,3,경상북도,태양광,0.012655
2023-12-23,4,경상북도,태양광,0
2023-12-23,5,경상북도,태양광,0
2023-12-23,6,경상북도,태양광,0
